model_id,x,y,embedding_input,method,family,branch,organization,mean_auc,tsne_label,tsne_perplexity,tsne_early_exaggeration,tsne_learning_rate,tsne_metric,tsne_init
RaphaelMourad/Mistral-DNA-v1-417M-Athaliana,-61.82581,1.9118639,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6657346162922085,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-virus,-58.766674,-13.675255,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.5944237064486142,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-noncoding,37.998055,28.1929,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8069298647587365,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-bacteriophage,-58.884167,-12.199493,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6028566584580207,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-plasmid,-60.19648,-15.390379,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.6587029529951741,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-yeast,-58.84308,0.69205236,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7072246572524645,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-138M-bacteria,-20.836481,5.3527966,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.7144042532624235,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Mistral-DNA-v1-422M-hg38,-50.47675,-6.6500816,V_d,tsne,Mistral-DNA,ar_or_generative,RaphaelMourad,0.8506983197541412,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/ModernBERT-DNA-v1-117M-Athaliana,-59.336014,-1.0492028,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6632138434294502,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/ModernBERT-DNA-v1-117M-hg38,-28.356607,-3.8726952,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.8337786903776166,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/ModernBert-DNA-v1-37M-virus,-60.09243,-13.56366,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.7175569356285602,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-Athaliana,-60.42761,3.9124014,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6703268332023103,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/ModernBERT-DNA-v1-37M-hg38,-59.16528,-3.7018192,V_d,tsne,ModernBERT-DNA,mlm_or_encoder,RaphaelMourad,0.6887707783859928,p5_ee24_auto_euc,5,24,auto,euclidean,pca
RaphaelMourad/Jamba-DNA-v1-114M-hg38,-25.063057,-3.7889647,V_d,tsne,Jamba-DNA,ar_or_generative,RaphaelMourad,0.8491731838293114,p5_ee24_auto_euc,5,24,auto,euclidean,pca
plant-llms/PlantBiMoE,23.016909,-4.235605,V_d,tsne,PlantBiMoE,mlm_or_encoder,plant-llms,0.8831416997893283,p5_ee24_auto_euc,5,24,auto,euclidean,pca
GenSLM-25M,-15.554551,8.234756,V_d,tsne,GenSLM,ar_or_generative,GenSLM,0.8187124537715601,p5_ee24_auto_euc,5,24,auto,euclidean,pca
