model_id,x,y,embedding_input,method,family,branch,organization,mean_auc,tsne_label,tsne_perplexity,tsne_early_exaggeration,tsne_learning_rate,tsne_metric,tsne_init
LongSafari/hyenadna-tiny-1k-seqlen,15.551797,-13.181184,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8593370657548011,p10_ee24_cosine,10,24,auto,cosine,pca
LongSafari/hyenadna-tiny-1k-seqlen-d256,16.218954,-13.42727,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8684343145836461,p10_ee24_cosine,10,24,auto,cosine,pca
LongSafari/hyenadna-tiny-16k-seqlen-d128,14.687576,-13.939091,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8441865827118354,p10_ee24_cosine,10,24,auto,cosine,pca
LongSafari/hyenadna-small-32k-seqlen,15.718092,-14.876084,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8614033701713478,p10_ee24_cosine,10,24,auto,cosine,pca
LongSafari/hyenadna-medium-160k-seqlen,15.33761,-14.007198,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8750736245081588,p10_ee24_cosine,10,24,auto,cosine,pca
LongSafari/hyenadna-medium-450k-seqlen,14.333973,-13.173939,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.8630889851052007,p10_ee24_cosine,10,24,auto,cosine,pca
LongSafari/hyenadna-large-1m-seqlen,14.5862,-12.46109,V_d,tsne,HyenaDNA,ar_or_generative,LongSafari,0.882996050302736,p10_ee24_cosine,10,24,auto,cosine,pca
arcinstitute/evo2_40b_base,12.006177,-4.9217906,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.6539986300080781,p10_ee24_cosine,10,24,auto,cosine,pca
arcinstitute/evo2_40b,19.520678,-2.3768654,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7225756725075806,p10_ee24_cosine,10,24,auto,cosine,pca
arcinstitute/evo2_20b,19.48844,-2.353223,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.7171525891693636,p10_ee24_cosine,10,24,auto,cosine,pca
arcinstitute/evo2_7b_base,-18.89236,20.476984,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8250326130547551,p10_ee24_cosine,10,24,auto,cosine,pca
arcinstitute/evo2_7b_262k,-18.500181,20.993597,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8205974210922076,p10_ee24_cosine,10,24,auto,cosine,pca
arcinstitute/evo2_7b,-18.748505,21.536125,V_d,tsne,Evo2,ar_or_generative,arcinstitute,0.8167636701690921,p10_ee24_cosine,10,24,auto,cosine,pca
